duration_ms,error_message,error_type,event,level,method,path,request_id,service,session_id,stacktrace_hash,status_code,timestamp
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.138Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.138Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T17:08:28.106Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.139Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T17:08:28.133Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.139Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.139Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.139Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.139Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.139Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.139Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T21:06:54.480Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.139Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T21:14:29.406Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.140Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.140Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.140Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.140Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.140Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.140Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.140Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.140Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.140Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.140Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.140Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.140Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.140Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.140Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.140Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.140Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.140Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.141Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.141Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.141Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.141Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.141Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.141Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.141Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.141Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.141Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.141Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.141Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.141Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.141Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.141Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.141Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.141Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.141Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.141Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.142Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.142Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.142Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.142Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.142Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T17:08:28.251Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.142Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.142Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.142Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.142Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.142Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.142Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.143Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.143Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T21:14:30.781Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.144Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T22:08:02.376Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.144Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.144Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.144Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.145Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.145Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.145Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.145Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.145Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.145Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.145Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.145Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.145Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.146Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.146Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.146Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.146Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.146Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.146Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.146Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.146Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.146Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.146Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.146Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.146Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.146Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.146Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.146Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.146Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.146Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.147Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.147Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.147Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.147Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.147Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.147Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.147Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.147Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.147Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T17:08:29.540Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.148Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T17:08:29.551Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.148Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T17:08:29.551Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.148Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.148Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.148Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T22:08:02.643Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T22:08:06.624Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.149Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.149Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.149Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.149Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.149Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.149Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.149Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.150Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.150Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.150Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.151Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.151Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.152Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.152Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.152Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.152Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.152Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.153Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.153Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.153Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.153Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.153Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.153Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.153Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T22:08:08.200Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T22:08:08.201Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T23:36:30.448Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.154Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.154Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.154Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.154Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.154Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.154Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.154Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.154Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.154Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.155Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.155Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.155Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.155Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.155Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.155Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.155Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.155Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.156Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.156Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.156Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.156Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.156Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.156Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.156Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T23:36:30.662Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T23:36:41.197Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.157Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.157Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.157Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.157Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.158Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.158Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.158Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.158Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.158Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.158Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.158Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.159Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.159Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.159Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.159Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.159Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.159Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.159Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.159Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.159Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.160Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.160Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.160Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.160Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T23:36:43.310Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T23:51:04.401Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.161Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.161Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.161Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.162Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.162Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.162Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.162Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.162Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.162Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.163Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.163Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.163Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.163Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.163Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.163Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.164Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.164Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.164Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.164Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.164Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.164Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.164Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.164Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.164Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T23:51:04.674Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T23:51:04.676Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T00:58:49.475Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.167Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.167Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.167Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.167Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.168Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.168Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.168Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.168Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.168Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.168Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.168Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.168Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.168Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.168Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.168Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.168Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.169Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.169Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.169Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.169Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.169Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.169Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.169Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.169Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T00:58:51.562Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T00:58:52.026Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.171Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.171Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.171Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.171Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.171Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.172Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.173Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.173Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.173Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.173Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.173Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.173Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T00:58:52.229Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T00:58:56.511Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.173Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.173Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.174Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.174Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.174Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.174Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.174Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.174Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.174Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.174Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.174Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.174Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.174Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.174Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.174Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.174Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.174Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.174Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.175Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.175Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.175Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.175Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.175Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.175Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T00:58:56.755Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T00:58:56.756Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T02:22:36.708Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.176Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.176Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.176Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.176Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.176Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.176Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.176Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.177Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.177Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.178Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T02:24:41.525Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.178Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.178Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.179Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.179Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.180Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.180Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T02:24:41.759Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T02:24:45.630Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.180Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.180Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.180Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.180Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.181Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.181Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.181Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.181Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-02T06:38:41.181Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.181Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.181Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.181Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.181Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.181Z
,,,unknown,INFO,,,,users-service,,,,2026-01-02T06:38:41.181Z
