duration_ms,error_message,error_type,event,level,method,path,request_id,service,session_id,stacktrace_hash,status_code,timestamp
,,,http.request.completed.success,INFO,,,194b5431-64f4-47db-8f3e-786956c91630,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.789
,,,http.request.received,INFO,,,9aae9a4e-3387-4266-84c3-ac852919e762,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.791
,,,restaurant.getOne.start,INFO,,,9aae9a4e-3387-4266-84c3-ac852919e762,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.792
,,,restaurant.service.get_by_id.start,INFO,,,9aae9a4e-3387-4266-84c3-ac852919e762,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.793
,,,http.request.received,INFO,,,e108c046-23a5-4f69-97ad-24762709a8b0,restaurants-service,no-session,,,2025-12-31T09:36:23.804
,,,http.request.received,INFO,,,8ddb7b8b-95f5-4d18-ac15-6f0965ae1899,restaurants-service,no-session,,,2025-12-31T09:36:23.807
,,,http.request.received,INFO,,,a49bbadc-3d91-4c0c-92c0-0c3430637dd7,restaurants-service,no-session,,,2025-12-31T09:36:23.810
,,,http.request.received,INFO,,,41444691-9cd8-43f0-93de-247ccc56b203,restaurants-service,no-session,,,2025-12-31T09:36:23.813
,,,http.request.completed.success,INFO,,,8ddb7b8b-95f5-4d18-ac15-6f0965ae1899,restaurants-service,no-session,,,2025-12-31T09:36:23.821
,,,http.request.completed.success,INFO,,,a49bbadc-3d91-4c0c-92c0-0c3430637dd7,restaurants-service,no-session,,,2025-12-31T09:36:23.827
,,,http.request.completed.success,INFO,,,41444691-9cd8-43f0-93de-247ccc56b203,restaurants-service,no-session,,,2025-12-31T09:36:23.830
,,,menuitem.service.list.success,INFO,,,da09d37d-3bd3-4eaa-adfa-a2fec7a53814,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.877
,,,menuItem.list.success,INFO,,,da09d37d-3bd3-4eaa-adfa-a2fec7a53814,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.891
,,,http.request.completed.success,INFO,,,da09d37d-3bd3-4eaa-adfa-a2fec7a53814,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.897
,,,restaurant.service.get_by_id.success,INFO,,,9aae9a4e-3387-4266-84c3-ac852919e762,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.908
,,,restaurant.getOne.found,INFO,,,9aae9a4e-3387-4266-84c3-ac852919e762,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.914
,,,http.request.completed.success,INFO,,,9aae9a4e-3387-4266-84c3-ac852919e762,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:36:23.919
,,,http.request.completed.success,INFO,,,e108c046-23a5-4f69-97ad-24762709a8b0,restaurants-service,no-session,,,2025-12-31T09:36:23.927
,,,http.request.received,INFO,,,670359eb-17b9-4739-8b23-69900d2d4017,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:37:17.423
,,,menuItem.list.start,INFO,,,670359eb-17b9-4739-8b23-69900d2d4017,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:37:17.424
,,,menuitem.service.list.start,INFO,,,670359eb-17b9-4739-8b23-69900d2d4017,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:37:17.425
,,,menuitem.service.list.success,INFO,,,670359eb-17b9-4739-8b23-69900d2d4017,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:37:17.519
,,,menuItem.list.success,INFO,,,670359eb-17b9-4739-8b23-69900d2d4017,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:37:17.519
,,,http.request.completed.success,INFO,,,670359eb-17b9-4739-8b23-69900d2d4017,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:37:17.521
,,,http.request.received,INFO,,,cf12f8dd-26d3-4ca1-b36d-7b459dd11832,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:38:30.807
,,,restaurant.list.start,INFO,,,cf12f8dd-26d3-4ca1-b36d-7b459dd11832,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:38:30.809
,,,restaurant.service.get_all.start,INFO,,,cf12f8dd-26d3-4ca1-b36d-7b459dd11832,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:38:30.810
,,,restaurant.service.get_all.success,INFO,,,cf12f8dd-26d3-4ca1-b36d-7b459dd11832,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:38:30.916
,,,restaurant.list.success,INFO,,,cf12f8dd-26d3-4ca1-b36d-7b459dd11832,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:38:30.917
,,,http.request.completed.success,INFO,,,cf12f8dd-26d3-4ca1-b36d-7b459dd11832,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:38:30.920
,,,http.request.received,INFO,,,cbc6a05d-9822-426b-aad7-845f897c656e,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:38:30.923
,,,restaurant.list.start,INFO,,,cbc6a05d-9822-426b-aad7-845f897c656e,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:38:30.924
,,,restaurant.service.get_all.start,INFO,,,cbc6a05d-9822-426b-aad7-845f897c656e,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:38:30.925
,,,http.request.received,INFO,,,8fc27a4f-0ba7-4bb1-b7eb-84ea31b4f72f,restaurants-service,no-session,,,2025-12-31T09:38:30.953
,,,http.request.completed.success,INFO,,,8fc27a4f-0ba7-4bb1-b7eb-84ea31b4f72f,restaurants-service,no-session,,,2025-12-31T09:38:30.957
,,,restaurant.service.get_all.success,INFO,,,cbc6a05d-9822-426b-aad7-845f897c656e,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:38:31.019
,,,restaurant.list.success,INFO,,,cbc6a05d-9822-426b-aad7-845f897c656e,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:38:31.019
,,,http.request.completed.success,INFO,,,cbc6a05d-9822-426b-aad7-845f897c656e,restaurants-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T09:38:31.021
,,,db.connecting,INFO,,,system,restaurants-service,no-session,,,2026-01-01T11:06:43.029
,,,db.connected,INFO,,,system,restaurants-service,no-session,,,2026-01-01T11:06:44.359
,,,server.started,INFO,,,system,restaurants-service,no-session,,,2026-01-01T11:06:44.369
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:47.619Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:47.681Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:47.687Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:48.728Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:48.830Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:49.794Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:49.815Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:49.823Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:49.823Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:49.990Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:49.991Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:50.618Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:50.896Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:50.992Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:51.006Z
,,,unknown,WARN,,,,users-service,,,,2025-12-29T11:23:51.540Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.748Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.750Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-29T11:23:52.008Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:52.186Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:52.307Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:52.307Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:52.379Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:53.294Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:53.342Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:53.351Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:25:45.602Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:25:45.612Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:25:45.644Z
,,,http.patch.to,WARN,,,,users-service,,,,2025-12-29T11:25:45.748Z
,,,auth.login.request,INFO,,,7a394dd7-3991-4d41-8f40-492809aa1f2a,users-service,SESSION-6f30571c-2b62-4122-90d9-2908b7e633c8,,,2025-12-29T11:25:46.061Z
,,,auth.login.success,INFO,,,7a394dd7-3991-4d41-8f40-492809aa1f2a,users-service,SESSION-6f30571c-2b62-4122-90d9-2908b7e633c8,,,2025-12-29T11:25:47.629Z
,,,auth.login.request,INFO,,,50afe549-0804-42b1-a82c-a47d6e3b144b,users-service,SESSION-ae722318-011c-4f5f-9344-6a948a11eaf0,,,2025-12-29T11:30:43.683Z
,,,auth.login.success,INFO,,,50afe549-0804-42b1-a82c-a47d6e3b144b,users-service,SESSION-ae722318-011c-4f5f-9344-6a948a11eaf0,,,2025-12-29T11:30:43.929Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-30T03:26:07.555Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T06:48:21.801Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T06:48:21.802Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.804Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.805Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.807Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.809Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.811Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.813Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T06:48:21.816Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.818Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.821Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.824Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.826Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.829Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.832Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.835Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.836Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.838Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.840Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.843Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.845Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.848Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.850Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-30T03:26:07.555Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T06:48:21.856Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T06:48:21.858Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.860Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.863Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.866Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.868Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.871Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.873Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T06:48:21.877Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.879Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.882Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.886Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.888Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.891Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.893Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.895Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.896Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.898Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.899Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.901Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.903Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.905Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.907Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-30T03:26:07.555Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T06:48:21.911Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T06:48:21.913Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.915Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.916Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.918Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.920Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.922Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.923Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T06:48:21.925Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.927Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.929Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.931Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.934Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.936Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.938Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.940Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.941Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.942Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.943Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.945Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.947Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.949Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.952Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T03:26:14.498Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T03:26:14.499Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T03:26:14.580Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T03:26:14.665Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-31T03:24:32.664Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T06:48:21.978Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T06:48:21.980Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.982Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.983Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.985Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.987Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.989Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.990Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T06:48:21.993Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.995Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.997Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:21.999Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.001Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.003Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.005Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.007Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.008Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.010Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.012Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.014Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.016Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.020Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.022Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-31T03:24:33.083Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T06:48:22.028Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T06:48:22.030Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.032Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.036Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.039Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.040Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.043Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.045Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T06:48:22.047Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.050Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.053Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.055Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.057Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.059Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.061Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.063Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.065Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.066Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.067Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.069Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.071Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.073Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.075Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-31T03:24:32.664Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T06:48:22.079Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T06:48:22.081Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.083Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.086Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.087Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.089Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.091Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.092Z
,,,unknown,ERROR,,,,users-service,,,,2026-01-01T06:48:22.094Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.097Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.099Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.101Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.103Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.105Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.107Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.109Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.110Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.111Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.112Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.114Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.116Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.118Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.120Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:24:37.038Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:24:37.317Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:24:37.480Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:24:37.501Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:53:21.013Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:53:21.092Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:53:21.095Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:53:21.935Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:53:22.008Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:53:22.672Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:53:22.683Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:53:22.687Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:53:22.688Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:53:22.801Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:53:22.802Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:53:23.203Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:53:23.613Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:53:23.651Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:53:23.655Z
,,,unknown,WARN,,,,users-service,,,,2025-12-31T03:53:23.705Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.172Z
,,,unknown,INFO,,,,users-service,,,,2026-01-01T06:48:22.173Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-31T03:53:24.107Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:53:24.353Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:53:24.413Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:53:24.424Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:53:24.586Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:53:24.586Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:53:24.586Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T03:53:24.592Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T04:02:23.872Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T04:02:23.887Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T04:02:23.961Z
,,,http.patch.to,WARN,,,,users-service,,,,2025-12-31T04:02:24.209Z
,,,request.incoming,INFO,,,2fc7ac4c-8b2f-4cab-b443-1bd20bd5c237,users-service,SESSION-ec06ca75-1326-4aa3-ab53-abde3ee05bf3,,,2025-12-31T04:02:24.266Z
,,,auth.login.request,INFO,,,2fc7ac4c-8b2f-4cab-b443-1bd20bd5c237,users-service,SESSION-ec06ca75-1326-4aa3-ab53-abde3ee05bf3,,,2025-12-31T04:02:24.762Z
,,,user.login.start,INFO,,,2fc7ac4c-8b2f-4cab-b443-1bd20bd5c237,users-service,SESSION-ec06ca75-1326-4aa3-ab53-abde3ee05bf3,,,2025-12-31T04:02:24.764Z
,,,jwt.token.generate.start,INFO,,,2fc7ac4c-8b2f-4cab-b443-1bd20bd5c237,users-service,SESSION-ec06ca75-1326-4aa3-ab53-abde3ee05bf3,,,2025-12-31T04:02:26.057Z
,,,jwt.token.generate.success,INFO,,,2fc7ac4c-8b2f-4cab-b443-1bd20bd5c237,users-service,SESSION-ec06ca75-1326-4aa3-ab53-abde3ee05bf3,,,2025-12-31T04:02:26.284Z
,,,user.login.success,INFO,,,2fc7ac4c-8b2f-4cab-b443-1bd20bd5c237,users-service,SESSION-ec06ca75-1326-4aa3-ab53-abde3ee05bf3,,,2025-12-31T04:02:26.285Z
,,,auth.login.success,INFO,,,2fc7ac4c-8b2f-4cab-b443-1bd20bd5c237,users-service,SESSION-ec06ca75-1326-4aa3-ab53-abde3ee05bf3,,,2025-12-31T04:02:26.285Z
,,,request.completed.success,INFO,,,2fc7ac4c-8b2f-4cab-b443-1bd20bd5c237,users-service,SESSION-ec06ca75-1326-4aa3-ab53-abde3ee05bf3,,,2025-12-31T04:02:26.337Z
,,,request.incoming,INFO,,,1e9cfbb8-465e-49cb-811a-d2139419dece,users-service,SESSION-ef276e91-c8a4-4d32-8a70-7c519101ca2d,,,2025-12-31T04:04:36.191Z
